index,product_id,prediction
68000,51pnmGhwAxL.jpg,24 inch
68001,51pnwq5QdHL.jpg,16.4 centimetre
68002,51pnySG2zPL.jpg,10 gram
68003,51po-ujHiqL.jpg,30 centimetre
68004,51po-ujHiqL.jpg,30 centimetre
68005,51po-ujHiqL.jpg,30 centimetre
68006,51po0jv86FL.jpg,2.36 inch
68007,51po0jv86FL.jpg,90 millimetre
68008,51poE29ZbJL.jpg,15 centimetre
68009,51poM140-mL.jpg,8.5 centimetre
68010,51poM140-mL.jpg,85 centimetre
68011,51poQXFCIPL.jpg,4.5 centimetre
68012,51poQXFCIPL.jpg,5.0 centimetre
68013,51poQaIyFqL.jpg,10 gram
68014,51poSPpiNxL.jpg,10 gram
68015,51poSPpiNxL.jpg,10 gram
68016,51poXLd7EgL.jpg,1 .
68017,51poXLd7EgL.jpg,5 .
68018,51podpnw+pL.jpg,25 centimetre
68019,51podpnw+pL.jpg,10 centimetre
68020,51pokwy5q+L.jpg,1 pound
68021,51pomwA67OL.jpg,0.63 ounce
68022,51poy6CqtYL.jpg,5 .
68023,51poy6CqtYL.jpg,5.75 inch
68024,51ppFd5j8AS.jpg,15 .
68025,51ppFd5j8AS.jpg,15.9 inch
68026,51ppKAc9NgL.jpg,60 centimetre
68027,51ppKAc9NgL.jpg,30 centimetre
68028,51ppW24ndwL.jpg,3.86 inches
68029,51ppgecYFfL.jpg,10 gram
68030,51ppjAZjVLL.jpg,134 centimetre
68031,51ppjAZjVLL.jpg,134 centimetre
68032,51ppjAZjVLL.jpg,134 centimetre
68033,51pprNHH9TL.jpg,41 centimetre
68034,51pqAHe5CML.jpg,4 inch
68035,51pqF+IcnDL.jpg,30 centimetre
68036,51pqIT8u8TL.jpg,6 .
68037,51pqNyrWrsL.jpg,100 pound
68038,51pqkqJSoYL.jpg,6.0 centimetre
68039,51pqkqJSoYL.jpg,14.0 centimetre
68040,51pqtEqpOVL.jpg,25 centimetre
68041,51pqxF6c0rL.jpg,12.3 m
68042,51pr0NwBJjL.jpg,11 .
68043,51pr0NwBJjL.jpg,8.8 centimetre
68044,51pr4BzrnkL.jpg,10 gram
68045,51prC8k8DXL.jpg,47
68046,51prFADuDJL.jpg,24.70 cm (
68047,51prY1oYsaL.jpg,8 ounce
68048,51pri3wFIcL.jpg,35 centimetre
68049,51prne2w3JL.jpg,4 ounce
68050,51prr8X4OsL.jpg,160 millimetre
68051,51pryPrHq+L.jpg,34
68052,51pryPrHq+L.jpg,40 inch
68053,51psENfmgCL.jpg,20 centimetre
68054,51psENfmgCL.jpg,"The depth of the bowls, as indicated in the image, is not directly measurable due to the absence of a reference scale. However, based on standard bowl dimensions and assuming that these are typical mixing bowls, one might infer that they could be approximately 6-8cm deep. This estimation suggests that the bowls could hold around 20g to 30g of dry ingredients, which aligns with their stated capacity of ""20cm Mixing Bowl - Pack of 2."" To provide an exact measurement, a physical reference or additional information would be required."
68055,51psENfmgCL.jpg,20 centimetre
68056,51psGstfcKL.jpg,10 gram
68057,51psKSm--sL.jpg,3.5 inch
68058,51psLoFCIvL.jpg,18
68059,51psLoFCIvL.jpg,18 volt
68060,51psT-KxgGL.jpg,30 centimetre
68061,51psXJVXdzL.jpg,6 centimetre
68062,51psXJVXdzL.jpg,10 centimetre
68063,51pskhPf0kL.jpg,10 kilogram
68064,51pskhPf0kL.jpg,200 kilogram
68065,51psvdtnKIL.jpg,5 inch
68066,51psyOM3ObL.jpg,36 volt
68067,51ptFQBCK-L.jpg,2 inch
68068,51ptFQBCK-L.jpg,4.5 centimetre
68069,51ptFQBCK-L.jpg,"The depth of the filter, as indicated by the label on the packaging, is 1-3/4 inches. This measurement refers to the diameter of the filter in inches."
68070,51ptGMk6PpS.jpg,14.5 inch
68071,51ptKM8OIVS.jpg,4.33 inch
68072,51ptKM8OIVS.jpg,17.5 centimetre
68073,51ptKo4aWJS.jpg,29 .
68074,51ptMMDB0vL.jpg,84 centimetre
68075,51ptNxvOBJL.jpg,7 centimetre
68076,51ptNxvOBJL.jpg,2.8 in /
68077,51ptYw16oYL.jpg,63 inch
68078,51pte7LPmXL.jpg,1100 watt
68079,51ptrKxCfoL.jpg,29.5 centimetre
68080,51ptrfRF-EL.jpg,22 centimetre
68081,51ptrfRF-EL.jpg,7 centimetre
68082,51ptrfRF-EL.jpg,22 centimetre
68083,51pts6oQdPL.jpg,104 gram
68084,51ptv-fJKWL.jpg,10 centimetre
68085,51ptv-fJKWL.jpg,39.3 in /
68086,51ptv-fJKWL.jpg,39.3 in /
68087,51pu9SZTfNL.jpg,19 .
68088,51puAmajq0L.jpg,14
68089,51puAmajq0L.jpg,11 centimetre
68090,51pubrHWcYL.jpg,3 .
68091,51pubrHWcYL.jpg,9.8 centimetre
68092,51pui+bweEL.jpg,300 kilogram
68093,51pujzX4rBL.jpg,29 .
68094,51pulWxwt2L.jpg,12 volt
68095,51pulWxwt2L.jpg,10 watt
68096,51pulWxwt2L.jpg,10 gram
68097,51punQKQh3L.jpg,20 centimetre
68098,51punQKQh3L.jpg,0.2 m
68099,51punQKQh3L.jpg,20 centimetre
