index,product_id,prediction
57200,51dthlHYrVL.jpg,14
57201,51dthlHYrVL.jpg,14
57202,51dtnkn+P8L.jpg,35.8 centimetre
57203,51dtpd7NygL.jpg,10.6 centimetre
57204,51dtpd7NygL.jpg,14.8 centimetre
57205,51dtqbbK3+L.jpg,3.5 ounce
57206,51du43x+RmL.jpg,44 centimetre
57207,51duANf3JsL.jpg,40 millimetre
57208,51duANf3JsL.jpg,79 millimetre
57209,51duLgytcjL.jpg,69
57210,51duQfKliiL.jpg,1000 millilitre
57211,51duu+i1jYL.jpg,74 centimetre
57212,51duwWBUpWL.jpg,10 gram
57213,51dv5hz6dUL.jpg,21 volt
57214,51dv6X0o1GL.jpg,108
57215,51dvBUjO3oL.jpg,10 gram
57216,51dvBUjO3oL.jpg,10 gram
57217,51dvHPoCpOL.jpg,8
57218,51dvHPoCpOL.jpg,0.3 inch
57219,51dvcKF265S.jpg,320 millimetre
57220,51dvq8r6kKL.jpg,27.5 centimetre
57221,51dvq8r6kKL.jpg,42.5 centimetre
57222,51dvy8rzFFS.jpg,2 m/
57223,51dwCmtgvtS.jpg,5.1 inch
57224,51dwHMdV5+L.jpg,365 millimetre
57225,51dwO2QQ4HL.jpg,4.5 centimetre
57226,51dwO2QQ4HL.jpg,9.5 centimetre
57227,51dwOBLZgbL.jpg,20 centimetre
57228,51dwUi6oSmL.jpg,56 centimetre
57229,51dwUi6oSmL.jpg,95 centimetre
57230,51dwaKNqu+L.jpg,1700 watt
57231,51dwaKNqu+L.jpg,10 volt
57232,51dwd-ID3vL.jpg,10 centimetre
57233,51dwd-ID3vL.jpg,22
57234,51dwjSzN4cL.jpg,100 millimetre
57235,51dwtJptmwL.jpg,29.5 centimetre
57236,51dwtJptmwL.jpg,20
57237,51dx0vrgQfL.jpg,2.64 inch
57238,51dx5IFg82L.jpg,6
57239,51dxDXbWnqL.jpg,37 lbs
57240,51dxFDVK-8L.jpg,13.8 kilogram
57241,51dxGkFUZqL.jpg,30 inch
57242,51dxMUmo1HL.jpg,3.2 centimetre
57243,51dxMUmo1HL.jpg,3.2 centimetre
57244,51dxUQFRQZL.jpg,1000 watt
57245,51dxZAiC+UL.jpg,23.2 centimetre
57246,51dxbMEU3oL.jpg,30 centimetre
57247,51dxbMEU3oL.jpg,30
57248,51dxjf+M7dL.jpg,43 centimetre
57249,51dy-I0B8UL.jpg,3.5 centimetre
57250,51dy6YK8R4S.jpg,15 .
57251,51dyAwbzWYL.jpg,60 centimetre
57252,51dyRAdjLeL.jpg,10 gram
57253,51dyjG91NIL.jpg,15 inches
57254,51dyjG91NIL.jpg,15 inches
57255,51dyjG91NIL.jpg,43.3 inches
57256,51dyjbZjR6L.jpg,10 gram
57257,51dyqEMUzXL.jpg,"12.1 "" ("
57258,51dyru7ZrRL.jpg,8.7 centimetre
57259,51dyru7ZrRL.jpg,14.2 centimetre
57260,51dz0Cjpe6L.jpg,42
57261,51dzFVPB2XL.jpg,300
57262,51dzFVPB2XL.jpg,54
57263,51dzGwdnqYS.jpg,10 volt
57264,51dzNTWn8GL.jpg,33
57265,51dzNTWn8GL.jpg,10 inches
57266,51dzQcjeg+L.jpg,1 .
57267,51dzQcjeg+L.jpg,4 .
57268,51dzQlVFaEL.jpg,3.14 inch
57269,51dzQlVFaEL.jpg,5.51 inch
57270,51dzQw4xV-L.jpg,6 inch
57271,51dzQw4xV-L.jpg,6
57272,51dzQw4xV-L.jpg,14
57273,51dzrgkFjAL.jpg,10 gram
57274,51dzt6I3UIL.jpg,24
57275,51dzt6I3UIL.jpg,24
57276,51dzwvfKhmL.jpg,3 inch |
57277,51dzwvfKhmL.jpg,3 inch
57278,51dzzos9G2L.jpg,21 millimetre
57279,51dzzos9G2L.jpg,21 millimetre
57280,51e+EraP+iL.jpg,157
57281,51e+JGL-4qL.jpg,6 centimetre
57282,51e+JGL-4qL.jpg,7 centimetre
57283,51e+JGL-4qL.jpg,6 centimetre
57284,51e+Tz-vqjL.jpg,137
57285,51e+Tz-vqjL.jpg,137
57286,51e+YCaayjL.jpg,8 centimetre
57287,51e+YQaGSOL.jpg,750 millilitre
57288,51e+d6T2xrS.jpg,17 centimetre
57289,51e+d6T2xrS.jpg,21 centimetre
57290,51e+duSP-gL.jpg,1 .
57291,51e+e2uO52L.jpg,10 gram
57292,51e+gXoZT7L.jpg,80
57293,51e+kYP-CXL.jpg,9.1 centimetre
57294,51e+kYP-CXL.jpg,22.8 centimetre
57295,51e+nTi1HFL.jpg,14 fluid ounce
57296,51e+pRK--bL.jpg,60 centimetre
57297,51e+pRK--bL.jpg,0 .
57298,51e-+f2Z7jL.jpg,6.5 centimetre
57299,51e-AU3n2QL.jpg,16.24 ounce
