index,product_id,prediction
82000,610qjOdGPTL.jpg,10 kilogram
82001,610qjOdGPTL.jpg,10 kilogram
82002,610qw3pD-nS.jpg,15 centimetre
82003,610qw3pD-nS.jpg,15 centimetre
82004,610qwlYEGHL.jpg,12 centimetre
82005,610qwlYEGHL.jpg,8 centimetre
82006,610r+MFDY6L.jpg,30 centimetre
82007,610r-evfcyL.jpg,5 centimetre
82008,610r-evfcyL.jpg,2
82009,610r-evfcyL.jpg,5 centimetre
82010,610r0t-6wOL.jpg,240
82011,610r1KvZY-L.jpg,14 centimetre
82012,610r1LF9vsL.jpg,78.7 in(
82013,610r1t9zVsL.jpg,115 millimetre
82014,610rDGiLm7L.jpg,30 centimetre
82015,610rMuF9WaL.jpg,70 centimetre
82016,610rPTG1MNL.jpg,6 .
82017,610rPTG1MNL.jpg,6.3 inch
82018,610rPTG1MNL.jpg,16 centimetre
82019,610rPyMY98L.jpg,28
82020,610rPyMY98L.jpg,28
82021,610rPyMY98L.jpg,28
82022,610rQMC+o3L.jpg,2.8 centimetre
82023,610rRvsR0qL.jpg,6 inch
82024,610rSairxVL.jpg,4.33 inch
82025,610rTUvJn3L.jpg,110 volt
82026,610rULKMeoL.jpg,8.46 inch
82027,610rehTnjjL.jpg,350 lbs
82028,610rjyM7C2L.jpg,24 centimetre
82029,610rjyM7C2L.jpg,13 centimetre
82030,610rlNqsrxL.jpg,25 centimetre
82031,610rlNqsrxL.jpg,45 centimetre
82032,610rz3AIGcL.jpg,30 centimetre
82033,610rz3AIGcL.jpg,30 centimetre
82034,610s5mA1m3L.jpg,0.9 inch
82035,610s5mA1m3L.jpg,1 centimetre
82036,610s6nYm3ML.jpg,26 centimetre
82037,610s7i866VL.jpg,13.6 centimetre
82038,610sC0WOGpL.jpg,2.7 a
82039,610sC0WOGpL.jpg,12 volt
82040,610sDkkQyBL.jpg,5 ft(
82041,610sDkkQyBL.jpg,7 ft(
82042,610sHCST7CL.jpg,30
82043,610sHCST7CL.jpg,30 centimetre
82044,610sHCST7CL.jpg,60 centimetre
82045,610sTEMXSmL.jpg,200 inch
82046,610sU1zIJKL.jpg,5 .
82047,610sVpPtcIS.jpg,330
82048,610sVpPtcIS.jpg,330 lbs
82049,610sZN0s-rL.jpg,6 centimetre
82050,610scu-KNEL.jpg,3 .
82051,610scu-KNEL.jpg,2.8 inches
82052,610sh97bRJL.jpg,6 .
82053,610sigNi8OL.jpg,25 centimetre
82054,610sqyIOwNL.jpg,6 .
82055,610t+EZYGJL.jpg,9 .
82056,610t+EZYGJL.jpg,9 .
82057,610t0kb4gGL.jpg,3.2 inch
82058,610t1b1u+nL.jpg,23 centimetre
82059,610t4O17q1L.jpg,14
82060,610t4O17q1L.jpg,14
82061,610t8RiOkTS.jpg,5.5 in/
82062,610tDFPWUYL.jpg,4.5 inch
82063,610tF28I1IL.jpg,50 centimetre
82064,610tHjjI06L.jpg,10 gram
82065,610tKdidXlL.jpg,12.4 inch
82066,610tKdidXlL.jpg,12.4 inch
82067,610tKdidXlL.jpg,12.4 inch
82068,610tSz72z6L.jpg,78
82069,610tSz72z6L.jpg,200 centimetre
82070,610tSz72z6L.jpg,78
82071,610tTh5-8xL.jpg,22 centimetre
82072,610tTh5-8xL.jpg,8.66 inch
82073,610tbooyK8L.jpg,10 gram
82074,610tgGzMINL.jpg,23 centimetre
82075,610tgf2Z9RL.jpg,9.5 centimetre
82076,610tjebCpsL.jpg,15 centimetre
82077,610tm1EHLQL.jpg,6 .
82078,610tm1EHLQL.jpg,6 .
82079,610u1RidmGL.jpg,30 millimetre
82080,610u1RidmGL.jpg,30 millimetre
82081,610u4-TVBVL.jpg,80 centimetre
82082,610u9PsZVPS.jpg,7.5 centimetre
82083,610uBY03qwS.jpg,4.72 inch
82084,610uDGerxJL.jpg,3.25 in/
82085,610uEhHHTgL.jpg,6 .
82086,610uEhHHTgL.jpg,6 .
82087,610uGLh01oL.jpg,19 centimetre
82088,610uM3CmvbL.jpg,76 centimetre
82089,610uMxNuhSL.jpg,440 lbs
82090,610uN47dkFL.jpg,34.5 centimetre
82091,610uNz1UhHL.jpg,1 .
82092,610uNz1UhHL.jpg,30
82093,610uNz1UhHL.jpg,30 millimetre
82094,610uPgLudSL.jpg,"8 "" -"
82095,610uPgLudSL.jpg,7 .
82096,610uRLQ6FRL.jpg,500 millilitre
82097,610uSFSFCsL.jpg,41
82098,610uU4adPML.jpg,18 gram
82099,610uWV3ZvKS.jpg,50 centimetre
