index,product_id,prediction
18300,41y+udaW4OL.jpg,About 16.3
18301,41y-83f2NdL.jpg,350 ibs
18302,41y-lvDpd6L.jpg,42 inch
18303,41y-lvDpd6L.jpg,11.5 inch
18304,41y-qkwQxmL.jpg,5 centimetre
18305,41y02UxpU2L.jpg,14 inch
18306,41y0AQH1vtL.jpg,21 centimetre
18307,41y0AQH1vtL.jpg,7 centimetre
18308,41y0M48EyrL.jpg,40 centimetre
18309,41y0M48EyrL.jpg,"The depth of the lamp, as indicated by the measurement provided in the image, is 20cm. This dimension refers to the width or breadth of the base where the birds are perched and supports the lamp's structure."
18310,41y0M48EyrL.jpg,20 centimetre
18311,41y0gFMK4cL.jpg,120 volt
18312,41y0jtDLU8L.jpg,1.4 pound
18313,41y0xdu8owL.jpg,0.2 kilogram
18314,41y16qTv2BL.jpg,6.7 centimetre
18315,41y16qTv2BL.jpg,6.7 centimetre
18316,41y1ZdOO18L.jpg,43.3 centimetre
18317,41y1k0D3yDL.jpg,120 volt
18318,41y1k0D3yDL.jpg,58.5 lbs
18319,41y1uHlEYvL.jpg,14 inch
18320,41y1uHlEYvL.jpg,11 inch
18321,41y2MdefgCL.jpg,22 centimetre
18322,41y2MdefgCL.jpg,8 .
18323,41y2mp1TgML.jpg,7
18324,41y2mp1TgML.jpg,7
18325,41y2qmaYaUL.jpg,12 cm (
18326,41y3EMbhMcL.jpg,3.5 inches
18327,41y3UWq6JrL.jpg,12 pound
18328,41y3Xr3m1PL.jpg,30
18329,41y46ZQjo1L.jpg,7 kilogram
18330,41y5IjnNcpL.jpg,2.4 oz (
18331,41y5L2vaRML.jpg,220 v~
18332,41y5L2vaRML.jpg,220 volt
18333,41y5OlE+jeL.jpg,37 millimetre
18334,41y5VdtBV4S.jpg,27 .
18335,41y5VdtBV4S.jpg,27 .
18336,41y5VdtBV4S.jpg,27 .
18337,41y5elFF+7L.jpg,6.5 centimetre
18338,41y5yzoIkEL.jpg,500 gram
18339,41y6Dqa8kDL.jpg,5 volt
18340,41y6TwiDSfS.jpg,65 centimetre
18341,41y6g7JPTIL.jpg,18.5 centimetre
18342,41y6gyrW4QL.jpg,33.8 ounce
18343,41y6iSy-FZL.jpg,4.33 inch
18344,41y6iSy-FZL.jpg,21.2 centimetre
18345,41y6iSy-FZL.jpg,21.2 centimetre
18346,41y6sGlpLdL.jpg,285 gram
18347,41y71SKBm3S.jpg,60 centimetre
18348,41y7T9QtzHL.jpg,6 '
18349,41y7lH7XNiL.jpg,14
18350,41y7lH7XNiL.jpg,14 inch
18351,41y8N+JG7+L.jpg,19 centimetre
18352,41y8N+JG7+L.jpg,9 centimetre
18353,41y8igqO01L.jpg,NET WT 5 LBS (2.26 kg)
18354,41y8oWldvOL.jpg,2 .
18355,41y8oWldvOL.jpg,2 .
18356,41y9BBdBz+L.jpg,3.7 volt
18357,41y9HAw7T3L.jpg,4.3 in/
18358,41y9HAw7T3L.jpg,4.3 in/
18359,41y9XU5eBaS.jpg,5 pound
18360,41y9pflv-+L.jpg,3.7 volt
18361,41yA-UnQqGL.jpg,250 gram
18362,41yANgUNnJL.jpg,75 centimetre
18363,41yAhH1GIyL.jpg,8 oz (
18364,41yAnn0PlRL.jpg,70
18365,41yAnn0PlRL.jpg,70
18366,41yB55mtkNL.jpg,1500 watt
18367,41yB55mtkNL.jpg,1500 watt
18368,41yBmIAxDlL.jpg,6 x
18369,41yCGrwAOSL.jpg,250 gram
18370,41yCiuiLLxL.jpg,13 ounce
18371,41yDCpFsbLL.jpg,18 volt
18372,41yE+XpX0tL.jpg,14 centimetre
18373,41yE+XpX0tL.jpg,4.5 millimetre
18374,41yE+fLI4hL.jpg,25.5 centimetre
18375,41yE+fLI4hL.jpg,25.5 centimetre
18376,41yE+fLI4hL.jpg,30.5 centimetre
18377,41yEIgS1J7L.jpg,12 volt
18378,41yFCkJYN2L.jpg,25
18379,41yFeTfZ23L.jpg,29 centimetre
18380,41yFsmnf+IS.jpg,41.5 centimetre
18381,41yFxeFG4AL.jpg,3 centimetre
18382,41yFxeFG4AL.jpg,20 centimetre
18383,41yFyCXZCdL.jpg,0.75 in /
18384,41yFyCXZCdL.jpg,0.75 in /
18385,41yG7vEeA5L.jpg,1 centimetre
18386,41yG7vEeA5L.jpg,1 centimetre
18387,41yG7vEeA5L.jpg,10 centimetre
18388,41yGYT+u0ML.jpg,9.4 centimetre
18389,41yGeW2F6gL.jpg,8.8 lbs
18390,41yGu6VG7HL.jpg,7.1 in /
18391,41yGu6VG7HL.jpg,7.1 in /
18392,41yHAVa0DZL.jpg,1 gallon
18393,41yHBiaeJzL.jpg,16 centimetre
18394,41yHBiaeJzL.jpg,16
18395,41yHBiaeJzL.jpg,6.3 inch /
18396,41yIJgR1jUL.jpg,3.6 centimetre
18397,41yIJgR1jUL.jpg,12.5 centimetre
18398,41yIJgR1jUL.jpg,3.6 centimetre
18399,41yIhi+3rnL.jpg,3 volt
