index,product_id,prediction
7500,41KKov9KsGL.jpg,15 centimetre
7501,41KKt+B3ipL.jpg,24 oz (
7502,41KLNwgK5NS.jpg,40 cm (
7503,41KLNwgK5NS.jpg,40 centimetre
7504,41KLZs7+0TL.jpg,2.5 inch
7505,41KLZs7+0TL.jpg,2.5 inch
7506,41KLfzbKxhL.jpg,1350 watt
7507,41KLfzbKxhL.jpg,1350 watt
7508,41KLfzbKxhL.jpg,1350 watt
7509,41KNS6SdP1L.jpg,4.33 inch
7510,41KNS6SdP1L.jpg,4.33 inch
7511,41KNebJzQKL.jpg,50 centimetre
7512,41KNmWxVZiL.jpg,2.92 kilogram
7513,41KNmWxVZiL.jpg,800 watt
7514,41KNsJtWBTL.jpg,20 centimetre
7515,41KNwzxXOCL.jpg,13.6 mm/
7516,41KOCLc0D8L.jpg,10.8 oz(
7517,41KONfij9XL.jpg,2 lbs
7518,41KPcG5zLjL.jpg,0 .
7519,41KPphkNG7L.jpg,33 lbs
7520,41KQSW08FVL.jpg,52
7521,41KQX-I+84L.jpg,6.9 in /
7522,41KQX-I+84L.jpg,3.14 inches /
7523,41KQhUlgxZL.jpg,206 gram
7524,41KQrozsf4L.jpg,300 pound
7525,41KRABkoAVL.jpg,227 gram
7526,41KRZvN09QL.jpg,120 volt
7527,41KRZvN09QL.jpg,0 .
7528,41KRhwi8R-L.jpg,20
7529,41KRmcSzfmL.jpg,10 .
7530,41KSnqL1VjS.jpg,1.5 volt
7531,41KTHM81HNL.jpg,136 cm /
7532,41KV6avrRSL.jpg,1 .
7533,41KVMpdjGcL.jpg,16 -ounce (
7534,41KVS8fSCUL.jpg,160 gram
7535,41KVa+VDisL.jpg,402 millimetre
7536,41KW4Nk5unL.jpg,25 gram
7537,41KWaBnYLdL.jpg,12 volt
7538,41KWaBnYLdL.jpg,1.5 watt
7539,41KXcly08rL.jpg,7 in /
7540,41KXl97dtLL.jpg,295 gram
7541,41KXl97dtLL.jpg,10 -
7542,41KY4Yz1wGL.jpg,10 centimetre
7543,41KY4Yz1wGL.jpg,10 centimetre
7544,41KYPt4vVeL.jpg,60 centimetre
7545,41KYPt4vVeL.jpg,60
7546,41KYUEb9o3L.jpg,5 centimetre
7547,41KYUEb9o3L.jpg,5 centimetre
7548,41KZ-xB-0+L.jpg,35 centimetre
7549,41KZ-xB-0+L.jpg,35 centimetre
7550,41KZEa6qOyL.jpg,5 litre
7551,41KZOkaCrCL.jpg,7.5 centimetre
7552,41KZOkaCrCL.jpg,7.5 centimetre
7553,41KZcyyxwHL.jpg,24.5 centimetre
7554,41KZofpnjxL.jpg,28
7555,41KZofpnjxL.jpg,120 /
7556,41KZofpnjxL.jpg,60
7557,41KaCJz4tZL.jpg,6 .
7558,41KaCJz4tZL.jpg,12 centimetre
7559,41KaLoyVs-L.jpg,500 gram
7560,41Kb-70WGvL.jpg,40 watt
7561,41Kb-70WGvL.jpg,230 volt
7562,41KbN2WVP2S.jpg,48 inch
7563,41KcEfZFeEL.jpg,10.24 inches/
7564,41KcEfZFeEL.jpg,39.37 inches/
7565,41KcOYgTgxL.jpg,10 centimetre
7566,41KcOYgTgxL.jpg,50 centimetre
7567,41KdX4ssMLS.jpg,50 kilogram
7568,41Kdb9RjgNL.jpg,330 lbs
7569,41KdkEkZN8L.jpg,18 volt
7570,41KdoCvjAUL.jpg,70 centimetre
7571,41Ke9pY0U6L.jpg,230 volt
7572,41Ke9pY0U6L.jpg,2
7573,41KeYP6g8-L.jpg,125 gram
7574,41Kel2KWiJL.jpg,100 gram
7575,41KeuX0s+gL.jpg,27 centimetre
7576,41KeuX0s+gL.jpg,35 centimetre
7577,41KfmVrMwaS.jpg,43 centimetre
7578,41KfmVrMwaS.jpg,43 centimetre
7579,41KfsnFzJPL.jpg,120
7580,41KgJeGOZ9L.jpg,6.3 inch
7581,41KgJeGOZ9L.jpg,16 centimetre
7582,41KhTnpZwQL.jpg,10
7583,41KhTnpZwQL.jpg,10 inch
7584,41KhrXPLrOL.jpg,30 servings
7585,41KiCAj94AL.jpg,"The depth of the lamp is indicated by a measurement line at its base, which is labeled as 10CM. This measurement represents the diameter of the base where the lamp stands on the floor."
7586,41KiCAj94AL.jpg,29 centimetre
7587,41KjDi+iUyL.jpg,330 pound
7588,41KjL6AS5ML.jpg,0.25 kilogram
7589,41KkZb4eblL.jpg,18 lbs
7590,41Kkhpnh+OL.jpg,10 centimetre
7591,41Kkhpnh+OL.jpg,30
7592,41Kkhpnh+OL.jpg,10 centimetre
7593,41Kkzk47WxL.jpg,31 gram
7594,41KlE4lJ39L.jpg,10 .
7595,41KloLjlpIL.jpg,12.2 centimetre
7596,41KlpLQR2yL.jpg,1500 watt
7597,41KlpLQR2yL.jpg,1500 watt
7598,41KmGx2l+IL.jpg,12 ounce
7599,41KmL75etrL.jpg,9.0 centimetre
