index,product_id,prediction
50300,51WJmzNQm5L.jpg,9.5 centimetre
50301,51WJxqZCDPL.jpg,1.3 inch
50302,51WKD51-tBL.jpg,7.48 inch
50303,51WKD51-tBL.jpg,7 .
50304,51WKD51-tBL.jpg,19 centimetre
50305,51WKDmmGaBL.jpg,32 centimetre
50306,51WKP+sPyrL.jpg,16 .
50307,51WKW+FhwBL.jpg,2.5 kilogram
50308,51WKYbYBwnL.jpg,43
50309,51WKgFkTJjL.jpg,0 .
50310,51WKgFkTJjL.jpg,0.47 inches
50311,51WKlX5GOSL.jpg,3.0 quarts
50312,51WKpsWX+eL.jpg,6.5 centimetre
50313,51WKwZtusoL.jpg,40 centimetre
50314,51WL7h1e12S.jpg,10 gram
50315,51WL88Bn-UL.jpg,6 .
50316,51WL88Bn-UL.jpg,10 gram
50317,51WLJ8yLS5L.jpg,5.9 inches
50318,51WLWVYE4iS.jpg,12 centimetre
50319,51WLWVYE4iS.jpg,12 centimetre
50320,51WLoKwB1uL.jpg,610 millimetre
50321,51WLvG5WTrL.jpg,3 .
50322,51WLvG5WTrL.jpg,3.93 in /
50323,51WLvG5WTrL.jpg,5 .
50324,51WM-pwX7ML.jpg,69
50325,51WM-pwX7ML.jpg,69 centimetre
50326,51WM-pwX7ML.jpg,69
50327,51WM-ubEhgL.jpg,60 millimetre
50328,51WM0nnO+7L.jpg,10 centimetre
50329,51WM4Oh6RGL.jpg,6
50330,51WMD3DJLjL.jpg,48 centimetre
50331,51WMFH1uNOL.jpg,14 .
50332,51WMFH1uNOL.jpg,14.5 centimetre
50333,51WMFH1uNOL.jpg,14.5 centimetre
50334,51WMSFVcP4L.jpg,10 .
50335,51WMSFVcP4L.jpg,6.1 centimetre
50336,51WMWo2twsL.jpg,80 inch
50337,51WMe4tAL6L.jpg,28 centimetre
50338,51WMj5nEWiL.jpg,410 millilitre
50339,51WMq3QXAXL.jpg,33
50340,51WMsazTzNL.jpg,29.8 centimetre
50341,51WNBZA2ZVL.jpg,10 gram
50342,51WNCt3dinL.jpg,8
50343,51WNCt3dinL.jpg,8
50344,51WNlbW6MQL.jpg,30 inches
50345,51WNlbW6MQL.jpg,20 inches
50346,51WNtZOkaAL.jpg,280 millimetre
50347,51WO3R94sLL.jpg,6 .
50348,51WOZ608wsL.jpg,300 centimetre
50349,51WOcqOqK3L.jpg,19 -
50350,51WOcqOqK3L.jpg,20
50351,51WOiujQfiL.jpg,10 gram
50352,51WOiujQfiL.jpg,30 watt
50353,51WOs9OYbzL.jpg,52 .
50354,51WOwES-b4L.jpg,5.3 centimetre
50355,51WP7FGIW0L.jpg,72
50356,51WP7FGIW0L.jpg,72 inch
50357,51WPIqbPk0L.jpg,41 centimetre
50358,51WPNYki4RL.jpg,9.8 in /
50359,51WPNYki4RL.jpg,25 centimetre
50360,51WPT6U-WtS.jpg,300 gram
50361,51WPW0kboLL.jpg,20 centimetre
50362,51WPaZZ8mBS.jpg,10 gram
50363,51WPaZZ8mBS.jpg,1000 watt
50364,51WPgQUqOFL.jpg,9.7 centimetre
50365,51WPgQUqOFL.jpg,2.5 centimetre
50366,51WPqZQ8k9L.jpg,36 inch
50367,51WPqZQ8k9L.jpg,13 .
50368,51WPteygX-L.jpg,10 watt
50369,51WPteygX-L.jpg,10 volt
50370,51WQ-C2DHFL.jpg,200 millimetre
50371,51WQ-C2DHFL.jpg,30
50372,51WQ4qKLbKL.jpg,8.2 inch
50373,51WQGTstcsL.jpg,75 cm (
50374,51WQGTstcsL.jpg,75 centimetre
50375,51WQR0KUZBL.jpg,23.6 inch
50376,51WQXq8hPuL.jpg,0 .
50377,51WQXq8hPuL.jpg,4 .
50378,51WQdr1EXOL.jpg,4.69 inch
50379,51WQePhXpXS.jpg,30 .
50380,51WQePhXpXS.jpg,30.5 centimetre
50381,51WQkBoAFwL.jpg,13 centimetre
50382,51WQkBoAFwL.jpg,13 centimetre
50383,51WQkBoAFwL.jpg,13 centimetre
50384,51WQqCk+UeL.jpg,4.9 inch
50385,51WQvqKuoML.jpg,472
50386,51WQyHA5JcL.jpg,9.3 inch
50387,51WRXNqR60L.jpg,80 centimetre
50388,51WReT0NMeL.jpg,5.5 in /
50389,51WReT0NMeL.jpg,13.7 in /
50390,51WRohAJYnL.jpg,38 centimetre
50391,51WRwicZsqL.jpg,7.4 millimetre
50392,51WS161XzdL.jpg,16.0 ounce
50393,51WS2BbgVrL.jpg,90 centimetre
50394,51WS2BbgVrL.jpg,70
50395,51WS2T5Ds9L.jpg,10.2 inch
50396,51WS2T5Ds9L.jpg,10.2 inch
50397,51WSB3hNbVL.jpg,7.2 centimetre
50398,51WSB3hNbVL.jpg,17.2 centimetre
50399,51WSIV9SX7L.jpg,35.4 inches
