index,product_id,prediction
26400,516DraEAfTS.jpg,6 .
26401,516DwXo68HL.jpg,2 .
26402,516DwXo68HL.jpg,25
26403,516DwXo68HL.jpg,2 inch
26404,516E5+hWYfS.jpg,35 centimetre
26405,516EBjqRvAL.jpg,41 centimetre
26406,516EBjqRvAL.jpg,10 centimetre
26407,516EMdsjugL.jpg,220 lbs
26408,516EOK1wjqL.jpg,26 centimetre
26409,516EOK1wjqL.jpg,6.3 centimetre
26410,516Eah1tYGL.jpg,500
26411,516Eah1tYGL.jpg,7.0 kilogram
26412,516EbrYJmJL.jpg,21 centimetre
26413,516EdGdJqUL.jpg,13 centimetre
26414,516EexXrxFL.jpg,10 centimetre
26415,516EexXrxFL.jpg,2.2 centimetre
26416,516EpX5rmJS.jpg,10 gram
26417,516EpX5rmJS.jpg,6
26418,516EpX5rmJS.jpg,8
26419,516EwRmkUnL.jpg,84 centimetre
26420,516EwRmkUnL.jpg,153
26421,516EwRmkUnL.jpg,84 centimetre
26422,516EyFNOKnL.jpg,76 centimetre
26423,516EyFNOKnL.jpg,30
26424,516F-39ZQrL.jpg,40 centimetre
26425,516F5Jpg0tS.jpg,19.4 centimetre
26426,516F5qv2Y-L.jpg,75 inch
26427,516F5qv2Y-L.jpg,30
26428,516FMljQthL.jpg,7.5 centimetre
26429,516FMljQthL.jpg,7.5 centimetre
26430,516FR8J8+TL.jpg,19.5 centimetre
26431,516FRKqOY9L.jpg,3.54 inch
26432,516FRKqOY9L.jpg,3 .
26433,516FegBppdL.jpg,ca. 8 cm
26434,516FweOffrL.jpg,9 centimetre
26435,516FweOffrL.jpg,10 centimetre
26436,516GKQFdsSL.jpg,98 millimetre
26437,516GRvdZAaL.jpg,20.87 inch
26438,516GRvdZAaL.jpg,12.2 inch
26439,516Gd6QfxZL.jpg,10 gram
26440,516Gd6QfxZL.jpg,1280
26441,516Gd6QfxZL.jpg,120 volt
26442,516GmQ3sW1L.jpg,40 lbs
26443,516Grz1kBFL.jpg,84 centimetre
26444,516GsSWqIzL.jpg,6.5 centimetre
26445,516Gwv+Mv1L.jpg,4 
26446,516Gwv+Mv1L.jpg,4 
26447,516H224diAL.jpg,30
26448,516H224diAL.jpg,30
26449,516H7rosK7L.jpg,6
26450,516H7rosK7L.jpg,5 .
26451,516HOK5Ex9L.jpg,3.2 inch
26452,516HOK5Ex9L.jpg,3.2 inch
26453,516HOK5Ex9L.jpg,3.2 inch
26454,516HUCe+g6S.jpg,135 centimetre
26455,516HXyCQcGL.jpg,3.2 inch
26456,516HXyCQcGL.jpg,3.2 inch
26457,516HbVD5p+L.jpg,7
26458,516HbVD5p+L.jpg,7 centimetre
26459,516HhChuZHL.jpg,26
26460,516HiV1YKFL.jpg,300 gram
26461,516HmGvuGFL.jpg,4 .
26462,516HmGvuGFL.jpg,4 .
26463,516HmGvuGFL.jpg,5 centimetre
26464,516HxrKa5qL.jpg,1.25 ounce
26465,516IF0ztG6L.jpg,8 centimetre
26466,516IF0ztG6L.jpg,8 centimetre
26467,516IM7GuFDL.jpg,3 .
26468,516INskxCAL.jpg,6.36 oz/
26469,516IXF5FvBL.jpg,10 m
26470,516IXF5FvBL.jpg,54 inch
26471,516IXF5FvBL.jpg,5 '
26472,516IZoK3GKL.jpg,102
26473,516J3DyWmbS.jpg,33 .
26474,516JCepyt1L.jpg,26 centimetre
26475,516JCepyt1L.jpg,26
26476,516JCepyt1L.jpg,26
26477,516JCnGOY7L.jpg,7 .
26478,516JYvA8ovL.jpg,4 centimetre
26479,516Jfdi6DpL.jpg,210 centimetre
26480,516Jfdi6DpL.jpg,165 centimetre
26481,516KF9lG9VL.jpg,15.0 centimetre
26482,516KHwVo4gL.jpg,42 millimetre
26483,516KHwVo4gL.jpg,125 millimetre
26484,516Kh1nAG6L.jpg,100 kilogram
26485,516KitTh7sL.jpg,80 centimetre
26486,516KjRLuwZL.jpg,14.17 inch
26487,516KjRLuwZL.jpg,36 centimetre
26488,516KjRLuwZL.jpg,14.17 inch
26489,516KvT+3f8L.jpg,14 .
26490,516KvT+3f8L.jpg,8.5 inch
26491,516Kw7zozuS.jpg,4 .
26492,516Kw7zozuS.jpg,95
26493,516Kw7zozuS.jpg,95
26494,516KylkftfL.jpg,4 inch
26495,516KylkftfL.jpg,4 inch
26496,516KylkftfL.jpg,4 inch
26497,516L+mUOA+L.jpg,300 lbs
26498,516L3EyEI7L.jpg,26 centimetre
26499,516L3EyEI7L.jpg,15 centimetre
