index,product_id,prediction
26200,5160liGmuSL.jpg,3.7 volt
26201,5160qfsqWdL.jpg,9.5 centimetre
26202,5160sbXmlxL.jpg,27 gram
26203,516154ueQPL.jpg,10 gram
26204,51615qLLn+L.jpg,1 .
26205,51615qLLn+L.jpg,3 .
26206,51615qLLn+L.jpg,3 .
26207,5161AKECQcL.jpg,30 centimetre
26208,5161Z9bBUmL.jpg,7.31 inch (
26209,5161Z9bBUmL.jpg,7.31 inch
26210,5161aw1SXWL.jpg,400 gram
26211,5161kcGG6IL.jpg,12 ounce
26212,5161oI2MRML.jpg,3.7 volt
26213,5161qEVuQJL.jpg,265
26214,5161rlxpcLL.jpg,6.4 inch
26215,5161rlxpcLL.jpg,3 .
26216,51629FGcLoL.jpg,10 centimetre
26217,51629FGcLoL.jpg,200
26218,51629FGcLoL.jpg,10 centimetre
26219,5162ABSJBfS.jpg,45 centimetre
26220,5162MufzkuL.jpg,730
26221,5162MufzkuL.jpg,230
26222,5162Ul7ULBL.jpg,19 .
26223,5162Ul7ULBL.jpg,10 gram
26224,5162VEDC8kL.jpg,5.5 centimetre
26225,5162X5yLp9L.jpg,10 gram
26226,5162dKqbhmL.jpg,135 millimetre
26227,5162hnfdcML.jpg,74 centimetre
26228,5162lzHodEL.jpg,23 .
26229,5162q9olPCS.jpg,0.5 centimetre
26230,5162q9olPCS.jpg,90
26231,5162q9olPCS.jpg,1 gram
26232,5162t5fpxgS.jpg,30 -
26233,5162zw1Vm+L.jpg,19.5 centimetre
26234,51634Nri3PL.jpg,2.6 centimetre
26235,51634Nri3PL.jpg,2.6 centimetre
26236,51634Nri3PL.jpg,2.6 centimetre
26237,5163Besq+uL.jpg,90 centimetre
26238,5163ERYvrPL.jpg,28 centimetre
26239,5163FkX2MVL.jpg,932
26240,5163GSatBjL.jpg,38 millimetre
26241,5163GSatBjL.jpg,38 millimetre
26242,5163LYAUvyL.jpg,8.5 in/
26243,5163LYAUvyL.jpg,8.5 in/
26244,5163VidQ+JL.jpg,2 .
26245,5163VxgJtiS.jpg,70 centimetre
26246,5163VxgJtiS.jpg,80 centimetre
26247,5163lUocUIL.jpg,4 .
26248,51647OXi+ML.jpg,15 centimetre
26249,51647OXi+ML.jpg,15 centimetre
26250,5164AiaQtgL.jpg,29 centimetre
26251,5164AiaQtgL.jpg,42 centimetre
26252,5164DnQac9L.jpg,59 mm /
26253,5164T6W-bOL.jpg,356 gram
26254,5164ThVTotL.jpg,1 .
26255,5164ThVTotL.jpg,6.1 inch
26256,5164hKmOBwL.jpg,13 centimetre
26257,5164hKmOBwL.jpg,13 centimetre
26258,5165A6UcPhL.jpg,6.75 inch
26259,5165HCTG2-S.jpg,36 centimetre
26260,5165P5e-sOL.jpg,15 centimetre
26261,5165PNLaw4L.jpg,17 .
26262,5165T2mDDzL.jpg,324 millimetre
26263,5165TEVEvBL.jpg,69 .
26264,5165ljJaa8L.jpg,40
26265,5165sAw6A6L.jpg,31
26266,51663Ysi40L.jpg,31 .
26267,51663Ysi40L.jpg,31.5 centimetre
26268,5166EEdXNoL.jpg,65 millimetre
26269,5166KX68t9L.jpg,"40 "" ("
26270,5166RY+gO6L.jpg,10 gram
26271,5166RY+gO6L.jpg,"The image provided does not contain any visible information related to voltage. It is a graphical representation of a laptop's specifications, which include the screen size (15.6 inches), RAM capacity (8GB), storage type and size (512GB SSD), and graphics card model (Geforce GTX 1650). There are no indicators or measurements that pertain to electrical voltage in this context. Therefore, it is not possible to extract the requested 'voltage' from this image as it is unrelated to the content depicted."
26272,5166Suh3OQL.jpg,10 gram
26273,5166VF4s00S.jpg,10 gram
26274,5166VF4s00S.jpg,12 volt
26275,5166WZj-BpL.jpg,7.8 inch
26276,5166e06fD2L.jpg,15 centimetre
26277,5166e06fD2L.jpg,15 centimetre
26278,5166e06fD2L.jpg,26 centimetre
26279,5166iyf34jL.jpg,96 mm /
26280,5166iyf34jL.jpg,54 millimetre
26281,5166pQ7ApCL.jpg,10 gram
26282,5166rjLPCnL.jpg,10 gram
26283,5166vc9+YnL.jpg,"4.6 "" ("
26284,51670+0oDtL.jpg,2.00 inch
26285,5167AnxULLL.jpg,55
26286,5167AnxULLL.jpg,70 centimetre
26287,5167DiIZsDL.jpg,13
26288,5167DiIZsDL.jpg,13 inch
26289,5167FPsdbtL.jpg,9.4 inch
26290,5167FPsdbtL.jpg,"9.4 "" ("
26291,5167cFb2IyL.jpg,10.43 in /
26292,5167cYVtw8L.jpg,6.8 centimetre
26293,5167cYVtw8L.jpg,6.8 centimetre
26294,5167cYVtw8L.jpg,23.3 centimetre
26295,5167hpHPT+L.jpg,3.2 centimetre
26296,5167hpHPT+L.jpg,3.2 centimetre
26297,5167hpHPT+L.jpg,3.2 centimetre
26298,5167mSxawZL.jpg,115
26299,5167mSxawZL.jpg,108
